site,age_ka,oxygen,delW,sea_level_m
1209 Wester,47326.550,-0.250,-0.680,41.770
1209 Wester,47333.820,-0.290,-0.730,44.760
1209 Wester,47344.710,-0.200,-0.640,39.090
1209 Wester,47351.970,-0.150,-0.580,35.820
1209 Wester,47362.860,-0.120,-0.550,33.700
1209 Wester,47370.130,-0.130,-0.560,34.210
1209 Wester,47381.020,-0.100,-0.530,32.470
1209 Wester,47388.280,-0.070,-0.500,30.930
1209 Wester,47399.170,-0.230,-0.660,40.430
1209 Wester,47406.440,-0.260,-0.680,42.020
1209 Wester,47417.330,-0.150,-0.570,35.120
1209 Wester,47424.590,-0.050,-0.470,29.090
1209 Wester,47435.480,-0.080,-0.510,31.110
1209 Wester,47442.750,0.000,-0.420,26.040
1209 Wester,47451.820,-0.400,-0.830,50.820
1209 Wester,47460.900,-0.240,-0.660,40.630
1209 Wester,47471.800,-0.260,-0.680,41.970
1209 Wester,47479.060,0.070,-0.340,21.200
1209 Wester,47489.950,-0.260,-0.680,41.710
1209 Wester,47497.210,-0.070,-0.490,29.980
1209 Wester,47508.110,-0.430,-0.840,51.810
1209 Wester,47526.260,-0.340,-0.760,46.460
1209 Wester,47551.680,-0.470,-0.880,54.030
1209 Wester,47562.570,-0.210,-0.610,37.660
1209 Wester,47569.830,-0.150,-0.560,34.460
1209 Wester,47580.730,-0.270,-0.680,41.620
1209 Wester,47587.990,-0.420,-0.830,50.920
1209 Wester,47598.880,-0.350,-0.750,46.030
1209 Wester,47606.140,-0.200,-0.610,37.300
1209 Wester,47617.040,-0.240,-0.640,39.480
1209 Wester,47624.300,-0.280,-0.680,42.100
1209 Wester,47635.190,-0.360,-0.770,47.140
1209 Wester,47642.460,-0.230,-0.630,38.870
1209 Wester,47653.350,-0.240,-0.650,39.840
1209 Wester,47660.610,-0.050,-0.460,28.040
1209 Wester,47671.420,-0.720,-1.130,69.460
1209 Wester,47678.630,-0.220,-0.630,38.640
1209 Wester,47689.440,-0.490,-0.900,55.390
1209 Wester,47696.650,-0.300,-0.710,43.650
1209 Wester,47707.460,-0.460,-0.870,53.840
1209 Wester,47714.670,-0.260,-0.670,41.530
1209 Wester,47725.490,-0.190,-0.610,37.550
1209 Wester,47732.690,-0.200,-0.620,38.140
1209 Wester,47750.710,-0.200,-0.630,38.560
1209 Wester,47761.530,-0.180,-0.610,37.740
1209 Wester,47768.740,-0.170,-0.610,37.250
1209 Wester,47779.550,-0.270,-0.700,43.380
1209 Wester,47786.760,-0.110,-0.550,34.010
1209 Wester,47797.570,-0.190,-0.630,38.820
1209 Wester,47804.780,-0.170,-0.610,37.770
1209 Wester,47815.590,-0.100,-0.550,33.620
1209 Wester,47833.610,-0.210,-0.670,40.970
1209 Wester,47840.820,-0.220,-0.680,41.560
1209 Wester,47851.630,-0.350,-0.820,50.260
1209 Wester,47858.840,-0.290,-0.760,46.700
1209 Wester,47869.650,-0.180,-0.650,40.010
1209 Wester,47876.860,-0.280,-0.760,46.520
1209 Wester,47887.670,-0.800,-1.280,78.800
1209 Wester,47912.900,0.410,-0.080,5.050
1209 Wester,47923.720,-0.170,-0.660,40.670
1209 Wester,47930.920,-0.180,-0.680,42.010
1209 Wester,47941.740,-0.190,-0.700,43.010
1209 Wester,47968.670,-0.410,-0.930,57.010
1209 Wester,48073.860,-0.350,-0.920,56.510
1209 Wester,48087.010,-0.250,-0.820,50.730
1209 Wester,48106.730,-0.400,-0.970,59.950
1209 Wester,48113.310,-0.490,-1.070,65.590
1209 Wester,48119.880,-0.450,-1.030,63.450
1209 Wester,48133.030,-0.410,-0.990,61.210
1209 Wester,48139.610,-0.290,-0.880,54.100
1209 Wester,48152.750,-0.180,-0.770,47.450
1209 Wester,48159.330,-0.280,-0.880,53.850
1209 Wester,48172.480,-0.250,-0.850,52.130
1209 Wester,48179.050,-0.260,-0.860,52.840
1209 Wester,48185.630,-0.210,-0.800,49.340
1209 Wester,48205.350,-0.410,-1.010,62.440
1209 Wester,48211.930,-0.840,-1.440,88.550
1209 Wester,48218.500,-0.190,-0.790,48.890
1209 Wester,48225.070,-0.370,-0.980,60.050
1209 Wester,48231.650,-0.230,-0.830,51.060
1209 Wester,48238.220,-0.350,-0.950,58.540
1209 Wester,48244.800,-0.390,-1.000,61.480
1209 Wester,48251.370,-0.380,-0.990,60.760
1209 Wester,48257.950,-0.390,-1.000,61.410
1209 Wester,48264.520,-0.410,-1.020,62.620
1209 Wester,48271.100,-0.510,-1.120,68.850
1209 Wester,48272.740,-0.830,-1.440,88.640
1209 Wester,48277.670,-0.580,-1.190,73.030
1209 Wester,48282.600,-0.580,-1.190,73.260
1209 Wester,48289.180,-0.830,-1.440,88.770
1209 Wester,48297.390,-0.540,-1.150,70.850
1209 Wester,48305.610,-0.690,-1.300,79.870
1209 Wester,48315.470,-0.270,-0.890,54.550
1209 Wester,48322.050,-0.620,-1.230,75.740
1209 Wester,48331.910,-0.450,-1.060,65.240
1209 Wester,48338.480,-0.560,-1.170,72.310
1209 Wester,48348.350,-0.510,-1.130,69.410
1209 Wester,48354.920,-0.660,-1.280,78.550
1209 Wester,48364.780,-0.560,-1.170,72.160
1209 Wester,48371.360,-0.780,-1.390,85.490
1209 Wester,48388.740,-0.490,-1.100,67.700
1209 Wester,48400.330,-0.650,-1.270,77.910
1209 Wester,48411.910,-0.400,-1.010,62.450
1209 Wester,48432.190,-0.550,-1.160,71.420
1209 Wester,48446.670,-0.370,-0.970,59.640
1209 Wester,48510.400,-0.440,-1.020,62.990
1209 Wester,48545.160,-0.510,-1.070,65.740
1209 Wester,48553.080,-0.510,-1.060,65.460
1209 Wester,48564.960,-0.960,-1.510,92.970
1209 Wester,48576.840,-0.290,-0.840,51.390
1209 Wester,48584.760,-0.760,-1.300,80.100
1209 Wester,48586.740,-0.590,-1.130,69.330
1209 Wester,48596.640,-0.610,-1.140,70.250
1209 Wester,48604.550,-0.650,-1.180,72.410
1209 Wester,48616.430,-0.540,-1.050,64.810
1209 Wester,48624.350,-0.720,-1.230,75.790
1209 Wester,48636.230,-0.550,-1.050,64.630
1209 Wester,48644.150,-0.560,-1.060,65.330
1209 Wester,48656.030,-0.580,-1.070,66.070
1209 Wester,48663.940,-0.900,-1.390,85.300
1209 Wester,48675.820,-0.570,-1.050,64.570
1209 Wester,48683.740,-0.850,-1.330,81.770
1209 Wester,48695.620,-0.430,-0.890,54.910
1209 Wester,48701.760,-0.520,-0.980,60.320
1209 Wester,48709.480,-0.280,-0.740,45.740
1209 Wester,48717.200,-0.610,-1.060,65.250
1209 Wester,48725.310,-0.380,-0.820,50.690
1209 Wester,48732.640,-0.790,-1.230,75.710
1209 Wester,48741.150,-0.570,-1.010,62.210
1209 Wester,48748.080,-0.690,-1.120,68.880
1209 Wester,48755.010,-0.520,-0.950,58.540
1209 Wester,48763.520,-0.650,-1.080,66.210
1209 Wester,48770.850,-0.490,-0.910,55.790
1209 Wester,48778.960,-0.630,-1.040,64.220
1209 Wester,48786.680,-0.410,-0.820,50.610
1209 Wester,48794.210,-0.690,-1.090,67.080
1209 Wester,48802.520,-0.670,-1.060,65.530
1209 Wester,48809.650,-0.650,-1.050,64.400
1209 Wester,48818.360,-0.500,-0.890,54.960
1209 Wester,48825.090,-0.610,-0.990,61.040
1209 Wester,48832.220,-0.390,-0.770,47.670
1209 Wester,48840.530,-0.730,-1.110,68.040
1209 Wester,48848.050,-0.600,-0.980,60.030
1209 Wester,48855.970,-0.790,-1.150,70.890
1209 Wester,48871.410,-0.930,-1.290,79.280
1209 Wester,48885.270,-0.580,-0.930,57.030
1209 Wester,48893.580,-0.300,-0.650,39.710
1209 Wester,48900.710,-0.680,-1.010,62.370
1209 Wester,48916.150,-0.440,-0.770,47.320
1209 Wester,48931.590,-0.610,-0.930,57.020
1209 Wester,48951.000,-0.180,-0.480,29.840
1209 Wester,48970.790,-0.260,-0.550,34.100
1209 Wester,48980.690,-0.300,-0.580,35.810
1209 Wester,48993.160,-0.770,-1.050,64.570
1209 Wester,49027.210,-0.600,-0.880,54.460
1209 Wester,49049.980,-0.440,-0.730,44.870
1209 Wester,49069.770,-0.370,-0.660,40.800
1209 Wester,49089.570,-0.620,-0.920,56.860
1209 Wester,49109.370,-0.300,-0.610,37.760
1209 Wester,49129.160,-0.430,-0.760,46.500
1209 Wester,49158.860,-1.020,-0.340,21.090
1209 Wester,49172.100,-0.660,-1.010,62.360
1209 Wester,49177.780,-0.710,-1.070,65.590
1209 Wester,49179.480,-0.980,-1.330,81.980
1209 Wester,49187.240,-0.560,-0.920,56.520
1209 Wester,49196.700,-0.810,-1.170,72.270
1209 Wester,49197.840,-1.030,-0.370,22.600
1209 Wester,49206.160,-0.950,-1.330,81.620
1209 Wester,49215.620,-1.010,-0.380,23.580
1209 Wester,49225.090,-0.670,-1.060,65.500
1209 Wester,49234.550,-0.490,-0.890,55.010
1209 Wester,49235.110,-0.960,-1.360,83.590
1209 Wester,49244.010,-0.710,-1.120,68.720
1209 Wester,49253.470,-0.780,-1.200,73.990
1209 Wester,49254.040,-0.920,-1.340,82.670
1209 Wester,49261.040,-0.700,-1.120,68.990
1209 Wester,49272.390,-0.840,-1.280,78.800
1209 Wester,49281.850,-0.710,-1.150,70.880
1209 Wester,49291.310,-0.770,-1.230,75.450
1209 Wester,49300.770,-0.740,-1.200,73.860
1209 Wester,49319.690,-0.620,-1.100,67.620
1209 Wester,49338.620,-0.370,-0.880,53.890
1209 Wester,49376.460,-0.510,-1.050,64.640
1209 Wester,49395.380,-0.480,-1.040,63.890
1209 Wester,49414.300,-0.720,-1.290,79.470
1209 Wester,49433.230,-1.010,-0.590,36.170
1209 Wester,49452.150,-0.750,-1.360,83.420
1209 Wester,49461.610,-0.840,-1.450,89.210
1209 Wester,49471.070,-0.710,-1.320,81.480
1209 Wester,49489.990,-0.450,-1.080,66.320
1209 Wester,49508.910,-0.560,-1.200,73.850
1209 Wester,49518.370,-0.730,-1.370,84.350
1209 Wester,49527.830,-0.470,-1.110,68.210
1209 Wester,49544.860,-0.760,-1.400,85.890
1209 Wester,49556.220,-0.840,-1.480,90.910
1209 Wester,49565.550,-0.590,-1.230,75.700
1209 Wester,49574.810,-2.020,-0.640,39.490
1209 Wester,49584.060,-0.680,-1.330,81.560
1209 Wester,49593.310,-0.560,-1.200,73.810
1209 Wester,49602.570,-0.570,-1.210,74.380
1209 Wester,49611.820,-0.680,-1.320,81.070
1209 Wester,49621.070,-0.700,-1.340,82.260
1209 Wester,49630.330,-0.680,-1.310,80.680
1209 Wester,49639.580,-0.520,-1.150,70.600
1209 Wester,49648.830,-0.720,-1.340,82.160
1209 Wester,49658.090,-0.570,-1.180,72.850
1209 Wester,49667.340,-0.540,-1.150,70.910
1209 Wester,49676.590,-0.630,-1.230,75.930
1209 Wester,49685.840,-0.950,-1.550,95.480
1209 Wester,49691.810,-0.850,-1.450,88.930
1209 Wester,49697.780,-0.970,-1.560,96.270
1209 Wester,49703.750,-0.570,-1.160,71.130
1209 Wester,49709.720,-0.770,-1.360,83.460
1209 Wester,49715.680,-0.740,-1.310,80.870
1209 Wester,49721.650,-0.820,-1.390,85.610
1209 Wester,49727.620,-0.730,-1.300,80.020
1209 Wester,49733.590,-0.850,-1.410,87.000
1209 Wester,49739.550,-0.750,-1.300,80.300
1209 Wester,49745.520,-0.780,-1.330,82.020
1209 Wester,49751.490,-0.620,-1.160,71.610
1209 Wester,49757.460,-0.810,-1.360,83.480
1209 Wester,49763.430,-0.730,-1.260,77.830
1209 Wester,49769.390,-0.860,-1.390,85.420
1209 Wester,49774.170,-0.720,-1.250,76.790
1209 Wester,49781.330,-0.840,-1.370,84.110
1209 Wester,49787.300,-0.620,-1.130,69.820
1209 Wester,49793.260,-0.820,-1.330,82.110
1209 Wester,49799.230,-0.590,-1.100,67.760
1209 Wester,49805.200,-0.580,-1.080,66.480
1209 Wester,49811.170,-0.590,-1.080,66.640
1209 Wester,49817.130,-0.750,-1.240,76.180
1209 Wester,49823.100,-0.660,-1.150,70.700
1209 Wester,49829.070,-0.600,-1.080,66.320
1209 Wester,49835.040,-0.630,-1.100,67.910
1209 Wester,49841.010,-0.750,-1.220,75.200
1209 Wester,49846.970,-0.760,-1.220,75.280
1209 Wester,49852.940,-0.580,-1.030,63.680
1209 Wester,49858.910,-0.630,-1.090,66.840
1209 Wester,49864.880,-1.040,-0.450,27.610
1209 Wester,49869.910,-0.860,-1.300,80.100
1209 Wester,49874.950,-0.590,-1.030,63.490
1209 Wester,49879.980,-0.510,-0.950,58.440
1209 Wester,49885.020,-0.590,-1.020,62.660
1209 Wester,49890.050,-0.440,-0.870,53.480
1209 Wester,49895.090,-0.590,-1.010,62.160
1209 Wester,49900.120,-0.570,-0.980,60.450
1209 Wester,49905.150,-0.720,-1.130,69.640
1209 Wester,49910.190,-0.520,-0.930,57.420
1209 Wester,49915.220,-0.920,-1.320,81.270
1209 Wester,49920.260,-0.540,-0.940,58.040
1209 Wester,49925.290,-0.890,-1.280,78.870
1209 Wester,49930.330,-0.590,-0.980,60.350
1209 Wester,49935.360,-0.960,-1.340,82.770
1209 Wester,49939.390,-0.780,-1.170,71.770
1209 Wester,49943.420,-0.870,-1.250,76.790
1209 Wester,49945.430,-1.210,-0.380,23.250
1209 Wester,49948.450,-1.040,-0.380,23.090
1209 Wester,49950.470,-1.110,-0.370,22.980
1209 Wester,49955.490,-0.850,-1.220,74.920
1209 Wester,49958.840,-0.940,-1.300,80.140
1209 Wester,49963.860,-1.020,-0.360,22.280
1209 Wester,49967.210,-0.940,-1.300,79.850
1209 Wester,49972.230,-0.620,-0.980,60.150
1209 Wester,49973.070,-0.700,-1.050,64.590
1209 Wester,49977.250,-0.710,-1.060,64.990
1209 Wester,49983.950,-0.720,-1.060,65.230
1209 Wester,49992.320,-0.880,-1.210,74.630
1209 Wester,50000.690,-0.760,-1.090,67.200
1209 Wester,50009.060,-0.820,-1.140,70.040
1209 Wester,50017.430,-0.640,-0.960,58.880
1209 Wester,50025.800,-1.020,-0.310,18.890
1209 Wester,50032.490,-0.820,-1.120,68.710
1209 Wester,50042.540,-1.020,-0.290,17.940
1209 Wester,50050.910,-0.670,-0.960,58.940
1209 Wester,50059.280,-0.760,-1.040,63.870
1209 Wester,50067.640,-0.880,-1.150,70.730
1209 Wester,50074.860,-0.930,-1.190,73.350
1209 Wester,50082.080,-0.630,-0.890,54.490
1209 Wester,50089.290,-0.670,-0.910,56.280
1209 Wester,50096.510,-0.600,-0.850,52.010
1209 Wester,50103.730,-0.860,-1.090,67.130
1209 Wester,50110.940,-0.680,-0.910,55.890
1209 Wester,50118.160,-0.690,-0.910,56.140
1209 Wester,50125.380,-0.630,-0.840,51.630
1209 Wester,50132.590,-0.780,-0.990,60.700
1209 Wester,50139.810,-0.750,-0.950,58.370
1209 Wester,50147.030,-0.920,-1.110,68.310
1209 Wester,50154.240,-0.440,-0.620,38.350
1209 Wester,50161.460,-0.610,-0.790,48.610
1209 Wester,50168.680,-0.520,-0.690,42.530
1209 Wester,50175.890,-0.640,-0.800,49.240
1209 Wester,50183.110,-0.690,-0.840,51.760
1209 Wester,50190.330,-0.810,-0.960,59.060
1209 Wester,50197.540,-0.520,-0.660,40.360
1209 Wester,50204.760,-0.510,-0.640,39.570
1209 Wester,50211.970,-0.520,-0.650,40.050
1209 Wester,50219.190,-0.640,-0.760,46.870
1209 Wester,50226.410,-0.580,-0.690,42.290
1209 Wester,50233.620,-0.610,-0.720,44.080
1209 Wester,50240.840,-0.530,-0.630,38.800
1209 Wester,50248.060,-0.700,-0.790,48.620
1209 Wester,50253.830,-0.660,-0.750,45.950
1209 Wester,50262.490,-0.780,-0.850,52.600
1209 Wester,50269.710,-0.640,-0.710,43.560
1209 Wester,50276.920,-0.680,-0.740,45.650
1209 Wester,50284.140,-0.400,-0.450,27.810
1209 Wester,50291.360,-0.680,-0.730,45.000
1209 Wester,50298.570,-0.630,-0.680,41.570
1209 Wester,50305.790,-0.850,-0.890,54.770
1209 Wester,50313.010,-0.710,-0.740,45.640
1209 Wester,50320.220,-0.700,-0.720,44.530
1209 Wester,50327.440,-0.420,-0.450,27.600
1209 Wester,50334.660,-0.660,-0.680,41.600
1209 Wester,50341.870,-0.710,-0.730,44.650
1209 Wester,50349.090,-0.640,-0.650,40.140
1209 Wester,50356.300,-0.570,-0.580,35.660
1209 Wester,50363.520,-0.600,-0.600,37.050
1209 Wester,50367.630,-0.550,-0.550,33.730
1209 Wester,50376.940,-0.810,-0.810,49.590
1209 Wester,50383.600,-0.610,-0.600,36.840
1209 Wester,50390.250,-0.890,-0.870,53.570
1209 Wester,50396.910,-0.590,-0.570,35.120
1209 Wester,50403.570,-0.750,-0.730,44.970
1209 Wester,50410.220,-0.540,-0.510,31.570
1209 Wester,50416.880,-0.670,-0.640,39.640
1209 Wester,50423.530,-0.510,-0.490,30.110
1209 Wester,50430.190,-0.820,-0.790,48.840
1209 Wester,50435.510,-0.760,-0.740,45.240
1209 Wester,50436.840,-0.690,-0.660,40.910
1209 Wester,50443.500,-0.780,-0.760,46.560
1209 Wester,50450.150,-0.540,-0.520,31.860
1209 Wester,50456.810,-0.840,-0.820,50.570
1209 Wester,50462.130,-0.640,-0.620,38.000
1209 Wester,50470.120,-1.100,0.020,-1.360
1209 Wester,50476.770,-0.670,-0.650,40.030
1209 Wester,50483.430,-0.880,-0.860,53.060
1209 Wester,50490.080,-0.770,-0.750,46.150
1209 Wester,50496.740,-0.970,-0.950,58.520
1209 Wester,50505.810,-0.640,-0.620,38.040
1209 Wester,50515.490,-0.660,-0.640,39.590
1209 Wester,50523.230,-0.530,-0.520,32.150
1209 Wester,50534.840,-0.640,-0.630,38.990
1209 Wester,50544.520,-1.050,0.000,0.190
1209 Wester,50554.200,-0.870,-0.880,54.260
1209 Wester,50563.870,-0.750,-0.760,46.860
1209 Wester,50573.550,-0.540,-0.560,34.340
1209 Wester,50583.230,-0.680,-0.710,43.570
1209 Wester,50592.910,-0.800,-0.830,50.840
1209 Wester,50602.580,-0.720,-0.760,46.590
1209 Wester,50612.260,-0.710,-0.760,46.620
1209 Wester,50621.940,-0.690,-0.750,45.860
1209 Wester,50631.610,-0.500,-0.560,34.340
1209 Wester,50641.290,-0.650,-0.720,44.270
1209 Wester,50650.970,-0.760,-0.830,51.170
1209 Wester,50660.640,-0.730,-0.810,50.010
1209 Wester,50670.320,-1.020,-0.090,5.490
1209 Wester,50676.130,-0.910,-1.000,61.750
1209 Wester,50680.000,-1.000,-0.100,5.960
1209 Wester,50684.210,-1.220,-0.100,6.160
1209 Wester,50687.020,-0.880,-0.980,60.290
1209 Wester,50691.220,-0.600,-0.710,43.590
1209 Wester,50694.030,-0.650,-0.760,46.930
1209 Wester,50698.240,-0.510,-0.620,37.920
1209 Wester,50701.050,-0.530,-0.650,39.870
1209 Wester,50708.060,-0.520,-0.640,39.430
1209 Wester,50715.080,-0.700,-0.820,50.580
1209 Wester,50720.690,-0.440,-0.570,35.060
1209 Wester,50729.110,-0.620,-0.750,46.360
1209 Wester,50736.130,-0.430,-0.570,34.850
1209 Wester,50743.140,-0.640,-0.790,48.430
1209 Wester,50750.160,-0.830,-0.970,59.970
1209 Wester,50757.180,-1.040,-0.150,9.430
1209 Wester,50764.190,-0.910,-1.060,65.510
1209 Wester,50771.860,-0.830,-1.000,61.450
1209 Wester,50782.160,-0.500,-0.680,41.570
1209 Wester,50792.450,-0.570,-0.750,45.900
1209 Wester,50802.750,-0.510,-0.700,43.040
1209 Wester,50813.040,-0.600,-0.790,48.590
1209 Wester,50823.340,-0.720,-0.920,56.320
1209 Wester,50833.640,-0.690,-0.880,54.430
1209 Wester,50843.930,-0.760,-0.960,58.970
1209 Wester,50854.230,-1.080,-0.200,12.500
1209 Wester,50864.520,-1.070,-0.210,12.730
1209 Wester,50871.410,-1.110,-0.210,12.880
1209 Wester,50878.310,-0.900,-1.120,68.680
1209 Wester,50885.200,-1.040,-0.210,13.180
1209 Wester,50890.720,-0.610,-0.830,51.040
1209 Wester,50898.990,-0.620,-0.840,51.850
1209 Wester,50905.880,-0.660,-0.880,54.370
1209 Wester,50912.780,-0.820,-1.040,63.930
1209 Wester,50926.560,-0.580,-0.800,49.240
1209 Wester,50940.350,-0.890,-1.120,68.730
1209 Wester,50947.240,-0.900,-1.120,68.990
1209 Wester,50978.370,-0.550,-0.770,47.530
1209 Wester,50989.280,-0.560,-0.790,48.560
1209 Wester,51000.190,-0.810,-1.030,63.610
1209 Wester,51022.010,-0.740,-0.970,59.840
1209 Wester,51032.920,-0.350,-0.590,36.610
1209 Wester,51041.950,-0.890,-1.140,69.980
1209 Wester,51060.000,-0.520,-0.770,47.480
1209 Wester,51069.030,-0.500,-0.750,46.240
1209 Wester,51078.060,-0.500,-0.760,46.670
1209 Wester,51087.080,-0.430,-0.690,42.340
1209 Wester,51096.110,-0.550,-0.810,50.050
1209 Wester,51105.140,-0.740,-1.010,61.850
1209 Wester,51123.200,-1.060,-0.280,17.490
1209 Wester,51132.220,-1.200,-0.290,17.930
1209 Wester,51141.250,-1.230,-0.300,18.380
1209 Wester,51145.230,-0.640,-0.940,57.880
1209 Wester,51165.140,-0.460,-0.780,48.000
1209 Wester,51173.100,-0.620,-0.940,57.990
1209 Wester,51177.080,-0.930,-1.260,77.390
1209 Wester,51185.040,-1.060,-0.330,20.530
1209 Wester,51189.820,-1.420,-0.340,20.760
1209 Wester,51192.210,-1.390,-0.340,20.880
1209 Wester,51194.490,-1.360,-0.340,20.990
1209 Wester,51195.970,-0.870,-1.210,74.450
1209 Wester,51201.910,-0.700,-1.050,64.650
1209 Wester,51210.830,-0.680,-1.040,63.780
1209 Wester,51216.770,-0.770,-1.130,69.750
1209 Wester,51225.680,-1.990,-0.370,22.660
1209 Wester,51231.620,-0.650,-1.030,63.090
1209 Wester,51240.540,-0.610,-0.990,60.840
1209 Wester,51246.480,-0.800,-1.190,73.090
1209 Wester,51255.390,-0.770,-1.160,71.660
1209 Wester,51270.240,-0.710,-1.120,68.920
1209 Wester,51285.100,-0.980,-1.400,85.890
1209 Wester,51314.810,-0.740,-1.180,72.630
1209 Wester,51320.750,-0.980,-1.430,87.780
1209 Wester,51329.660,-1.040,-0.450,27.730
1209 Wester,51335.600,-0.920,-1.370,84.570
1209 Wester,51344.520,-1.110,-0.460,28.250
1209 Wester,51351.580,-1.200,-0.460,28.490
1209 Wester,51362.740,-0.670,-1.140,70.020
1209 Wester,51370.180,-0.810,-1.280,78.790
1209 Wester,51381.340,-0.570,-1.040,64.310
1209 Wester,51388.780,-0.940,-1.430,87.940
1209 Wester,51399.940,-0.630,-1.120,69.160
1209 Wester,51407.380,-0.660,-1.150,70.770
1209 Wester,51418.540,-0.950,-1.430,88.240
1209 Wester,51427.840,-0.740,-1.230,75.690
1209 Wester,51437.140,-0.910,-1.400,86.100
1209 Wester,51446.440,-0.530,-1.020,62.660
1209 Wester,51455.740,-0.760,-1.240,76.500
1209 Wester,51464.450,-0.920,-1.400,86.090
1209 Wester,51478.150,-0.600,-1.080,66.520
1209 Wester,51489.570,-0.670,-1.140,70.400
1209 Wester,51500.990,-1.720,-0.480,29.230
1209 Wester,51510.130,-0.910,-1.380,84.950
1209 Wester,51523.830,-0.720,-1.180,72.400
1209 Wester,51532.960,-1.290,-0.450,27.750
1209 Wester,51551.230,-0.500,-0.940,57.870
1209 Wester,51555.800,-1.310,-0.430,26.680
1209 Wester,51570.290,-0.650,-1.070,65.700
1209 Wester,51582.370,-0.700,-1.120,68.690
1209 Wester,51594.450,-0.960,-1.370,84.090
1209 Wester,51606.530,-0.550,-0.950,58.350
1209 Wester,51618.610,-0.570,-0.950,58.700
1209 Wester,51628.270,-1.030,-0.370,23.050
1209 Wester,51640.350,-0.830,-1.190,73.380
1209 Wester,51652.430,-0.840,-1.190,73.430
1209 Wester,51666.920,-0.500,-0.840,51.920
1209 Wester,51676.580,-0.780,-1.110,68.350
1209 Wester,51691.080,-0.620,-0.940,57.790
1209 Wester,51715.230,-0.870,-1.170,71.860
1209 Wester,51724.890,-0.880,-1.180,72.360
1209 Wester,51739.390,-0.670,-0.950,58.640
1209 Wester,51749.050,-0.980,-1.260,77.420
1209 Wester,51761.130,-0.620,-0.890,54.590
1209 Wester,51773.210,-0.970,-1.230,75.630
1209 Wester,51797.360,-0.840,-1.080,66.310
1209 Wester,51821.520,-0.940,-1.160,71.610
1209 Wester,51836.010,-0.600,-0.820,50.640
1209 Wester,51845.670,-0.740,-0.960,58.990
1209 Wester,51855.000,-0.890,-1.110,68.010
1209 Wester,51861.220,-1.290,-0.210,13.040
1209 Wester,51870.540,-0.870,-1.080,66.510
1209 Wester,51876.760,-0.580,-0.790,48.540
1209 Wester,51886.080,-0.670,-0.870,53.440
1209 Wester,51892.300,-0.710,-0.910,56.110
1209 Wester,51901.620,-0.650,-0.850,52.110
1209 Wester,51907.840,-0.650,-0.850,52.090
1209 Wester,51917.160,-0.810,-1.000,61.790
1209 Wester,51923.380,-0.800,-1.000,61.290
1209 Wester,51932.700,-0.770,-0.960,59.230
1209 Wester,51938.920,-0.940,-1.130,69.590
1209 Wester,51948.250,-0.890,-1.080,66.510
1209 Wester,51954.460,-0.770,-0.950,58.470
1209 Wester,51963.790,-0.810,-0.990,61.180
1209 Wester,51970.000,-0.970,-1.150,70.990
1209 Wester,51978.770,-1.050,-0.180,11.070
1209 Wester,51984.610,-0.910,-1.090,67.210
1209 Wester,51993.370,-0.590,-0.760,47.030
1209 Wester,51999.220,-0.380,-0.560,34.310
1209 Wester,52007.980,-0.490,-0.670,41.010
1209 Wester,52012.360,-0.520,-0.690,42.760
1209 Wester,52023.340,-0.520,-0.690,42.740
1209 Wester,52028.580,-0.570,-0.740,45.670
1209 Wester,52029.690,-0.570,-0.750,45.940
