site,age_ka,oxygen,delW,sea_level_m
1338 Holbou,15501.000,1.060,-0.640,39.280
1338 Holbou,15506.000,1.390,-0.310,18.920
1338 Holbou,15510.000,1.370,-0.330,20.110
1338 Holbou,15514.000,1.270,-0.430,26.220
1338 Holbou,15518.000,1.020,-0.680,41.570
1338 Holbou,15520.000,1.280,-0.420,25.550
1338 Holbou,15521.000,1.450,-0.240,15.070
1338 Holbou,15523.000,1.630,-0.060,3.980
1338 Holbou,15525.000,1.750,0.060,-3.430
1338 Holbou,15527.000,1.720,0.030,-1.600
1338 Holbou,15528.000,1.770,0.080,-4.690
1338 Holbou,15530.000,1.630,-0.060,3.900
1338 Holbou,15532.000,1.580,-0.110,6.960
1338 Holbou,15534.000,1.450,-0.240,14.940
1338 Holbou,15535.000,1.490,-0.200,12.470
1338 Holbou,15537.000,1.670,-0.020,1.370
1338 Holbou,15539.000,1.650,-0.040,2.580
1338 Holbou,15541.000,1.640,-0.050,3.180
1338 Holbou,15543.000,1.630,-0.060,3.770
1338 Holbou,15544.000,1.570,-0.120,7.450
1338 Holbou,15546.000,1.640,-0.050,3.120
1338 Holbou,15548.000,1.520,-0.170,10.490
1338 Holbou,15550.000,1.610,-0.080,4.930
1338 Holbou,15551.000,1.500,-0.190,11.690
1338 Holbou,15553.000,1.480,-0.210,12.900
1338 Holbou,15555.000,1.540,-0.150,9.180
1338 Holbou,15556.000,1.410,-0.280,17.170
1338 Holbou,15558.000,1.390,-0.300,18.380
1338 Holbou,15560.000,1.270,-0.420,25.750
1338 Holbou,15561.000,1.590,-0.100,6.050
1338 Holbou,15563.000,1.490,-0.200,12.180
1338 Holbou,15565.000,1.180,-0.510,31.230
1338 Holbou,15567.000,1.080,-0.610,37.370
1338 Holbou,15568.000,1.140,-0.550,33.670
1338 Holbou,15570.000,0.670,-1.020,62.570
1337 Kochha,15570.000,0.540,-1.070,66.080
1337 Kochha,15572.000,0.780,-0.840,51.720
1337 Kochha,15575.000,1.200,-0.410,25.410
1337 Kochha,15578.000,0.660,-0.950,58.670
1337 Kochha,15581.000,0.550,-1.060,65.470
1337 Kochha,15584.000,0.560,-1.060,64.950
1337 Kochha,15587.000,0.910,-0.700,43.380
1337 Kochha,15590.000,0.820,-0.800,49.070
1337 Kochha,15593.000,0.390,-1.230,75.500
1337 Kochha,15597.000,0.520,-1.100,67.520
1337 Kochha,15602.000,1.240,-0.370,22.810
1337 Kochha,15604.000,0.550,-1.070,65.650
1337 Kochha,15608.000,1.410,-0.200,12.420
1337 Kochha,15613.000,1.730,0.120,-7.260
1337 Kochha,15618.000,1.680,0.070,-4.180
1337 Kochha,15623.000,1.720,0.110,-6.640
1337 Kochha,15629.000,1.700,0.090,-5.400
1337 Kochha,15634.000,1.770,0.160,-9.700
1337 Kochha,15639.000,1.750,0.140,-8.460
1337 Kochha,15644.000,1.750,0.140,-8.460
1337 Kochha,15649.000,1.760,0.150,-9.060
1337 Kochha,15654.000,1.720,0.110,-6.600
1337 Kochha,15659.000,1.660,0.050,-2.900
1337 Kochha,15664.000,1.370,-0.240,14.960
1337 Kochha,15669.000,1.370,-0.240,14.960
1337 Kochha,15674.000,1.500,-0.110,6.970
1337 Kochha,15679.000,1.630,0.020,-1.030
1337 Kochha,15684.000,1.700,0.090,-5.330
1337 Kochha,15690.000,1.220,-0.390,24.220
1337 Kochha,15695.000,1.390,-0.220,13.760
1337 Kochha,15700.000,1.390,-0.220,13.770
1337 Kochha,15705.000,1.160,-0.460,28.000
1337 Kochha,15710.000,1.070,-0.550,33.620
1337 Kochha,15715.000,1.450,-0.170,10.310
1337 Kochha,15720.000,1.220,-0.400,24.540
1337 Kochha,15726.000,1.330,-0.290,17.870
1337 Kochha,15733.000,1.740,0.120,-7.260
1337 Kochha,15740.000,1.640,0.020,-0.990
1337 Kochha,15747.000,1.510,-0.120,7.120
1337 Kochha,15753.000,1.580,-0.050,2.900
1337 Kochha,15760.000,1.760,0.130,-8.070
1337 Kochha,15767.000,1.620,-0.010,0.660
1337 Kochha,15773.000,1.520,-0.110,6.900
1337 Kochha,15780.000,1.450,-0.180,11.320
1337 Kochha,15787.000,1.550,-0.090,5.270
1337 Kochha,15794.000,1.460,-0.180,10.920
1337 Kochha,15800.000,1.380,-0.260,15.940
1337 Kochha,15804.000,1.490,-0.150,9.270
1337 Kochha,15808.000,1.650,0.010,-0.480
1337 Kochha,15811.000,1.750,0.110,-6.560
1337 Kochha,15815.000,1.700,0.060,-3.390
1337 Kochha,15819.000,1.500,-0.150,9.020
1337 Kochha,15823.000,1.450,-0.200,12.200
1337 Kochha,15827.000,1.330,-0.320,19.680
1337 Kochha,15831.000,1.650,0.000,0.080
1337 Kochha,15835.000,1.670,0.020,-1.050
1337 Kochha,15839.000,1.680,0.030,-1.570
1337 Kochha,15843.000,1.740,0.080,-5.160
1337 Kochha,15846.000,1.710,0.050,-3.240
1337 Kochha,15850.000,1.660,0.000,-0.060
1337 Kochha,15854.000,1.470,-0.190,11.480
1337 Kochha,15857.000,1.670,0.010,-0.450
1337 Kochha,15861.000,1.470,-0.190,11.900
1337 Kochha,15865.000,1.450,-0.210,13.040
1337 Kochha,15869.000,1.390,-0.270,16.770
1337 Kochha,15873.000,1.450,-0.220,13.480
1337 Kochha,15877.000,1.540,-0.130,7.980
1337 Kochha,15880.000,1.630,-0.040,2.700
1337 Kochha,15885.000,1.200,-0.470,28.980
1337 Kochha,15888.000,1.300,-0.370,22.840
1337 Kochha,15893.000,1.000,-0.680,41.670
1337 Kochha,15899.000,1.780,0.100,-6.060
1337 Kochha,15903.000,1.490,-0.190,11.940
1337 Kochha,15908.000,1.850,0.170,-10.330
1337 Kochha,15913.000,1.280,-0.400,24.810
1337 Kochha,15919.000,1.780,0.100,-6.000
1337 Kochha,15922.000,1.380,-0.310,18.930
1337 Kochha,15928.000,1.860,0.170,-10.460
1337 Kochha,15933.000,1.660,-0.040,2.280
1337 Kochha,15940.000,1.640,-0.050,3.250
1337 Kochha,15944.000,1.490,-0.210,12.710
1337 Kochha,15949.000,1.610,-0.080,5.200
1337 Kochha,15954.000,1.570,-0.130,8.270
1337 Kochha,15959.000,1.430,-0.270,16.770
1337 Kochha,15964.000,1.540,-0.160,9.940
1337 Kochha,15970.000,1.370,-0.330,20.540
1337 Kochha,15974.000,1.430,-0.280,17.320
1337 Kochha,15980.000,1.010,-0.700,43.010
1337 Kochha,15985.000,0.930,-0.790,48.360
1337 Kochha,15990.000,1.120,-0.600,36.670
1337 Kochha,15996.000,0.700,-1.010,62.410
1337 Kochha,16006.000,0.730,-0.990,60.820
1337 Kochha,16011.000,0.690,-1.030,63.420
1337 Kochha,16017.000,0.860,-0.870,53.300
1337 Kochha,16023.000,1.630,-0.090,5.640
1337 Kochha,16028.000,1.680,-0.050,3.010
1337 Kochha,16034.000,1.360,-0.370,22.730
1337 Kochha,16039.000,1.310,-0.420,26.070
1337 Kochha,16045.000,1.350,-0.380,23.580
1337 Kochha,16049.000,1.160,-0.570,34.900
1337 Kochha,16054.000,1.390,-0.340,21.070
1337 Kochha,16059.000,1.440,-0.290,17.830
1337 Kochha,16064.000,1.350,-0.380,23.510
1337 Kochha,16072.000,1.300,-0.440,27.010
1337 Kochha,16078.000,1.180,-0.550,34.120
1337 Kochha,16083.000,1.350,-0.390,23.800
1337 Kochha,16089.000,1.420,-0.330,20.020
1337 Kochha,16094.000,1.410,-0.330,20.220
1337 Kochha,16099.000,1.470,-0.280,17.160
1337 Kochha,16105.000,1.010,-0.730,45.150
1337 Kochha,16111.000,1.130,-0.610,37.550
1337 Kochha,16116.000,1.110,-0.640,39.240
1337 Kochha,16122.000,1.330,-0.420,25.670
1337 Kochha,16127.000,1.430,-0.320,19.430
1337 Kochha,16133.000,1.510,-0.240,14.480
1337 Kochha,16145.000,1.380,-0.360,22.170
1337 Kochha,16149.000,1.280,-0.460,28.240
1337 Kochha,16156.000,1.270,-0.470,29.190
1337 Kochha,16161.000,1.180,-0.560,34.330
1337 Kochha,16169.000,0.890,-0.850,52.260
1337 Kochha,16173.000,1.110,-0.630,38.890
1337 Kochha,16177.000,0.990,-0.750,46.130
1337 Kochha,16178.000,1.280,-0.460,28.400
1337 Kochha,16181.000,1.340,-0.400,24.380
1337 Kochha,16189.000,1.310,-0.430,26.560
1337 Kochha,16195.000,1.220,-0.520,31.760
1337 Kochha,16200.000,1.240,-0.500,30.750
1337 Kochha,16206.000,1.170,-0.570,34.950
1337 Kochha,16211.000,1.210,-0.520,32.270
1337 Kochha,16217.000,1.280,-0.450,27.480
1337 Kochha,16222.000,1.310,-0.420,25.610
1337 Kochha,16228.000,1.100,-0.630,38.610
1337 Kochha,16233.000,1.220,-0.500,31.070
1337 Kochha,16239.000,1.150,-0.580,35.460
1337 Kochha,16244.000,1.200,-0.520,31.920
1337 Kochha,16250.000,1.380,-0.340,21.040
1337 Kochha,16255.000,1.660,-0.060,3.600
1337 Kochha,16261.000,1.320,-0.400,24.470
1337 Kochha,16266.000,1.460,-0.250,15.640
1337 Kochha,16272.000,1.400,-0.320,19.600
1337 Kochha,16277.000,1.370,-0.340,21.170
1337 Kochha,16283.000,1.280,-0.430,26.540
1337 Kochha,16288.000,1.550,-0.160,9.710
1337 Kochha,16294.000,1.310,-0.390,24.310
1337 Kochha,16299.000,1.540,-0.160,10.060
1337 Kochha,16305.000,1.360,-0.350,21.290
1337 Kochha,16310.000,1.430,-0.270,16.730
1337 Kochha,16316.000,1.390,-0.310,19.030
1337 Kochha,16322.000,0.980,-0.710,43.970
1337 Kochha,16327.000,1.040,-0.650,40.080
1337 Kochha,16332.000,0.880,-0.810,49.980
1337 Kochha,16339.000,0.900,-0.790,48.310
1337 Kochha,16344.000,1.060,-0.620,38.330
1337 Kochha,16351.000,1.080,-0.600,37.030
1337 Kochha,16359.000,1.000,-0.680,41.980
1337 Kochha,16366.000,0.870,-0.810,49.980
1337 Kochha,16374.000,1.400,-0.270,16.710
1337 Kochha,16381.000,1.500,-0.170,10.550
1337 Kochha,16390.000,1.200,-0.470,28.950
1337 Kochha,16396.000,1.120,-0.540,33.220
1337 Kochha,16404.000,1.260,-0.400,24.590
1337 Kochha,16412.000,1.010,-0.650,40.160
1337 Kochha,16419.000,1.170,-0.480,29.780
1337 Kochha,16427.000,1.260,-0.390,24.120
1337 Kochha,16434.000,1.170,-0.480,29.740
1337 Kochha,16442.000,1.070,-0.570,35.210
1337 Kochha,16449.000,0.790,-0.860,52.770
1337 Kochha,16456.000,0.660,-0.990,60.670
1337 Kochha,16461.000,0.990,-0.650,40.250
1337 Kochha,16467.000,1.230,-0.410,25.340
1337 Kochha,16473.000,1.130,-0.510,31.290
1337 Kochha,16477.000,1.190,-0.440,27.260
1337 Kochha,16483.000,1.300,-0.340,20.660
1337 Kochha,16488.000,1.220,-0.410,24.970
1337 Kochha,16494.000,1.120,-0.510,31.230
1337 Kochha,16498.000,1.050,-0.580,35.570
1337 Kochha,16504.000,1.030,-0.590,36.600
1337 Kochha,16508.000,1.000,-0.630,38.590
1337 Kochha,16512.000,1.180,-0.440,27.050
1337 Kochha,16519.000,1.210,-0.410,25.080
1337 Kochha,16524.000,1.280,-0.340,20.790
1337 Kochha,16529.000,0.910,-0.710,43.630
1337 Kochha,16535.000,1.040,-0.580,35.520
1337 Kochha,16540.000,1.040,-0.580,35.530
1337 Kochha,16546.000,0.970,-0.640,39.600
1337 Kochha,16552.000,1.300,-0.310,19.360
1337 Kochha,16556.000,1.410,-0.200,12.560
1337 Kochha,16561.000,1.450,-0.170,10.420
1337 Kochha,16567.000,1.040,-0.570,35.290
1337 Kochha,16572.000,1.100,-0.510,31.550
1337 Kochha,16578.000,1.230,-0.380,23.680
1337 Kochha,16583.000,1.080,-0.530,32.740
1337 Kochha,16588.000,0.990,-0.620,38.180
1337 Kochha,16593.000,1.040,-0.580,35.420
1337 Kochha,16598.000,1.210,-0.400,24.610
1337 Kochha,16604.000,1.490,-0.120,7.320
1337 Kochha,16609.000,1.530,-0.080,4.880
1337 Kochha,16614.000,1.550,-0.060,3.550
1337 Kochha,16618.000,1.520,-0.100,5.910
1337 Kochha,16625.000,1.450,-0.160,9.700
1337 Kochha,16630.000,1.100,-0.520,31.820
1337 Kochha,16635.000,1.030,-0.590,36.030
1337 Kochha,16640.000,1.030,-0.580,35.810
1337 Kochha,16645.000,1.350,-0.270,16.390
1337 Kochha,16650.000,1.370,-0.240,14.760
1337 Kochha,16656.000,1.300,-0.320,19.530
1337 Kochha,16661.000,1.120,-0.490,30.320
1337 Kochha,16666.000,0.800,-0.820,50.280
1337 Kochha,16672.000,0.660,-0.950,58.560
1337 Kochha,16677.000,1.120,-0.500,30.530
1337 Kochha,16682.000,1.020,-0.590,36.460
1337 Kochha,16687.000,1.390,-0.230,14.020
1337 Kochha,16692.000,1.530,-0.090,5.680
1337 Kochha,16694.000,1.210,-0.410,25.260
1337 Kochha,16698.000,1.540,-0.080,4.730
1337 Kochha,16703.000,1.540,-0.080,5.090
1337 Kochha,16709.000,1.460,-0.160,9.910
1337 Kochha,16714.000,1.360,-0.260,16.140
1337 Kochha,16719.000,1.180,-0.440,27.350
1337 Kochha,16724.000,1.150,-0.470,28.890
1337 Kochha,16730.000,1.290,-0.340,20.920
1337 Kochha,16735.000,1.080,-0.550,33.670
1337 Kochha,16739.000,1.030,-0.600,37.050
1337 Kochha,16744.000,1.030,-0.600,36.750
1337 Kochha,16750.000,1.200,-0.430,26.250
1337 Kochha,16756.000,1.380,-0.250,15.690
1337 Kochha,16761.000,1.430,-0.200,12.370
1337 Kochha,16766.000,1.140,-0.490,30.170
1337 Kochha,16771.000,1.050,-0.590,36.150
1337 Kochha,16776.000,1.310,-0.320,19.790
1337 Kochha,16787.000,1.120,-0.520,31.700
1337 Kochha,16793.000,0.970,-0.670,41.440
1337 Kochha,16797.000,1.490,-0.160,9.560
1337 Kochha,16801.000,1.300,-0.350,21.310
1337 Kochha,16808.000,0.740,-0.900,55.300
1337 Kochha,16813.000,1.100,-0.550,33.700
1337 Kochha,16821.000,1.360,-0.290,17.670
1337 Kochha,16826.000,1.150,-0.500,30.650
1337 Kochha,16831.000,1.260,-0.390,23.870
1337 Kochha,16837.000,1.220,-0.430,26.280
1337 Kochha,16844.000,1.260,-0.390,24.090
1337 Kochha,16850.000,1.310,-0.340,20.900
1337 Kochha,16855.000,0.900,-0.750,46.370
1337 Kochha,16863.000,1.310,-0.350,21.350
1337 Kochha,16870.000,1.250,-0.410,25.000
1337 Kochha,16875.000,1.060,-0.590,36.450
1337 Kochha,16881.000,1.020,-0.640,39.100
1337 Kochha,16887.000,1.000,-0.660,40.650
1337 Kochha,16894.000,0.870,-0.790,48.730
1337 Kochha,16900.000,1.190,-0.480,29.230
1337 Kochha,16905.000,1.190,-0.470,28.770
1337 Kochha,16911.000,1.310,-0.350,21.410
1337 Kochha,16916.000,1.320,-0.330,20.570
1337 Kochha,16923.000,1.080,-0.570,35.300
1337 Kochha,16928.000,1.510,-0.140,8.870
1337 Kochha,16934.000,1.600,-0.060,3.410
1337 Kochha,16939.000,1.520,-0.130,8.180
1337 Kochha,16944.000,1.690,0.040,-2.320
1337 Kochha,16952.000,1.530,-0.130,7.910
1337 Kochha,16958.000,1.700,0.040,-2.590
1337 Kochha,16964.000,1.950,0.290,-18.140
1337 Kochha,16970.000,1.860,0.210,-12.760
1337 Kochha,16975.000,1.720,0.070,-4.240
1337 Kochha,16981.000,1.800,0.150,-9.080
1337 Kochha,16988.000,1.630,-0.020,1.460
1337 Kochha,16995.000,1.620,-0.030,1.720
1337 Kochha,17000.000,1.610,-0.040,2.550
1337 Kochha,17006.000,1.600,-0.050,2.900
1337 Kochha,17012.000,1.610,-0.030,2.070
1337 Kochha,17018.000,1.680,0.040,-2.440
1337 Kochha,17024.000,1.630,-0.010,0.790
1337 Kochha,17029.000,1.610,-0.020,1.530
1337 Kochha,17035.000,1.540,-0.100,6.060
1337 Kochha,17043.000,1.800,0.170,-10.500
1337 Kochha,17047.000,1.520,-0.110,6.750
1337 Kochha,17054.000,1.450,-0.180,10.950
1337 Kochha,17059.000,1.680,0.060,-3.570
1337 Kochha,17065.000,1.650,0.030,-1.870
1337 Kochha,17072.000,1.860,0.240,-14.850
1337 Kochha,17078.000,1.470,-0.150,9.010
1337 Kochha,17084.000,1.450,-0.170,10.460
1337 Kochha,17090.000,1.310,-0.310,18.800
1337 Kochha,17095.000,0.840,-0.770,47.300
1337 Kochha,17100.000,1.670,0.060,-3.780
1337 Kochha,17105.000,1.370,-0.240,14.550
1337 Kochha,17110.000,1.180,-0.430,26.360
1337 Kochha,17115.000,1.690,0.090,-5.580
1337 Kochha,17120.000,1.520,-0.080,4.810
1337 Kochha,17126.000,1.550,-0.050,3.060
1337 Kochha,17130.000,1.800,0.200,-12.190
1337 Kochha,17135.000,1.800,0.210,-12.870
1337 Kochha,17141.000,1.540,-0.060,3.410
1337 Kochha,17145.000,1.470,-0.120,7.550
1337 Kochha,17150.000,1.670,0.080,-4.700
1337 Kochha,17155.000,1.810,0.220,-13.630
1337 Kochha,17160.000,1.650,0.060,-3.730
1337 Kochha,17165.000,1.640,0.060,-3.490
1337 Kochha,17170.000,1.550,-0.030,1.980
1337 Kochha,17175.000,1.550,-0.030,1.910
1337 Kochha,17178.000,1.700,0.120,-7.520
1337 Kochha,17185.000,1.370,-0.210,12.670
1337 Kochha,17189.000,1.260,-0.320,19.460
1337 Kochha,17192.000,1.820,0.250,-15.510
1337 Kochha,17195.000,1.400,-0.170,10.750
1337 Kochha,17196.000,1.560,-0.010,0.810
1337 Kochha,17199.000,1.500,-0.070,4.490
1337 Kochha,17202.000,1.600,0.030,-1.850
1337 Kochha,17205.000,1.700,0.130,-8.250
1337 Kochha,17207.000,1.780,0.210,-12.960
1337 Kochha,17210.000,1.640,0.070,-4.410
1337 Kochha,17213.000,1.690,0.120,-7.660
1337 Kochha,17216.000,1.910,0.350,-21.570
1337 Kochha,17218.000,1.880,0.320,-19.700
1337 Kochha,17221.000,1.920,0.360,-22.160
1337 Kochha,17224.000,1.960,0.400,-24.310
1337 Kochha,17227.000,1.890,0.330,-20.370
1337 Kochha,17229.000,1.820,0.260,-15.790
1337 Kochha,17232.000,1.600,0.040,-2.680
1337 Kochha,17235.000,1.670,0.110,-6.670
1337 Kochha,17238.000,1.660,0.100,-6.430
1337 Kochha,17240.000,1.630,0.080,-4.620
1337 Kochha,17243.000,1.630,0.080,-4.680
1337 Kochha,17246.000,1.520,-0.030,2.030
1337 Kochha,17249.000,1.690,0.140,-8.480
1337 Kochha,17251.000,1.840,0.290,-17.750
1337 Kochha,17254.000,1.780,0.230,-14.120
1337 Kochha,17257.000,1.810,0.260,-16.020
1337 Kochha,17260.000,1.720,0.170,-10.540
1337 Kochha,17262.000,1.760,0.210,-13.040
1337 Kochha,17265.000,1.650,0.100,-6.330
1337 Kochha,17268.000,1.580,0.030,-2.080
1337 Kochha,17271.000,1.630,0.080,-5.220
1337 Kochha,17273.000,1.680,0.140,-8.330
1337 Kochha,17276.000,1.570,0.030,-1.620
1337 Kochha,17279.000,1.540,0.000,0.160
1337 Kochha,17282.000,1.530,-0.010,0.720
1337 Kochha,17284.000,1.650,0.110,-6.700
1337 Kochha,17287.000,1.540,0.000,0.010
1337 Kochha,17290.000,1.390,-0.150,9.180
1337 Kochha,17293.000,1.320,-0.220,13.430
1337 Kochha,17295.000,1.100,-0.440,26.930
1337 Kochha,17298.000,1.010,-0.530,32.410
1337 Kochha,17301.000,0.980,-0.560,34.210
1337 Kochha,17305.000,1.370,-0.170,10.200
1337 Kochha,17310.000,1.940,0.400,-24.900
1337 Kochha,17314.000,1.840,0.300,-18.760
1337 Kochha,17319.000,1.610,0.080,-4.620
1337 Kochha,17323.000,1.680,0.150,-8.950
1337 Kochha,17328.000,1.850,0.320,-19.430
1337 Kochha,17332.000,1.830,0.300,-18.210
1337 Kochha,17336.000,1.730,0.200,-12.070
1337 Kochha,17341.000,1.560,0.030,-1.630
1337 Kochha,17345.000,1.690,0.160,-9.650
1337 Kochha,17350.000,1.820,0.290,-17.670
1337 Kochha,17354.000,1.880,0.350,-21.380
1337 Kochha,17359.000,1.880,0.350,-21.390
1337 Kochha,17363.000,1.800,0.270,-16.490
1337 Kochha,17367.000,1.900,0.370,-22.660
1337 Kochha,17372.000,1.670,0.140,-8.520
1337 Kochha,17376.000,1.450,-0.080,5.000
1337 Kochha,17381.000,1.450,-0.080,4.980
1337 Kochha,17385.000,1.530,0.000,0.040
1337 Kochha,17390.000,1.760,0.230,-14.130
1337 Kochha,17394.000,1.350,-0.180,11.080
1337 Kochha,17398.000,1.260,-0.270,16.610
1337 Kochha,17403.000,1.410,-0.120,7.380
1337 Kochha,17405.000,1.430,-0.100,6.230
1337 Kochha,17409.000,1.370,-0.160,9.630
1337 Kochha,17415.000,1.580,0.050,-3.010
1337 Kochha,17419.000,1.510,-0.020,1.500
1337 Kochha,17424.000,1.800,0.270,-16.380
1337 Kochha,17427.000,1.890,0.350,-21.850
1337 Kochha,17432.000,1.540,0.000,-0.220
1337 Kochha,17437.000,1.480,-0.050,3.380
1337 Kochha,17441.000,1.850,0.320,-19.740
1337 Kochha,17445.000,1.560,0.030,-1.570
1337 Kochha,17450.000,1.320,-0.220,13.470
1337 Kochha,17455.000,1.340,-0.190,11.960
1337 Kochha,17458.000,1.230,-0.310,18.930
1337 Kochha,17461.000,1.520,-0.010,0.850
1337 Kochha,17465.000,1.700,0.170,-10.200
1337 Kochha,17470.000,1.420,-0.110,6.930
1337 Kochha,17473.000,1.860,0.320,-19.760
1337 Kochha,17475.000,1.900,0.360,-22.270
1337 Kochha,17479.000,1.660,0.130,-7.730
1337 Kochha,17483.000,1.720,0.190,-11.520
1337 Kochha,17488.000,1.430,-0.110,6.900
1337 Kochha,17492.000,1.550,0.020,-0.960
1337 Kochha,17495.000,1.430,-0.100,6.440
1337 Kochha,17499.000,1.450,-0.090,5.600
1337 Kochha,17503.000,1.170,-0.370,22.620
1337 Kochha,17507.000,1.740,0.200,-12.610
1337 Kochha,17511.000,1.600,0.060,-3.910
1337 Kochha,17514.000,1.410,-0.130,7.990
1337 Kochha,17518.000,1.410,-0.130,8.270
1337 Kochha,17522.000,1.660,0.120,-7.450
1337 Kochha,17525.000,1.370,-0.170,10.300
1337 Kochha,17529.000,1.460,-0.080,4.970
1337 Kochha,17533.000,1.270,-0.270,16.570
1337 Kochha,17537.000,1.560,0.010,-0.750
1337 Kochha,17540.000,1.690,0.140,-8.850
1337 Kochha,17544.000,1.590,0.050,-2.850
1337 Kochha,17548.000,1.720,0.180,-10.820
1337 Kochha,17551.000,1.390,-0.150,9.390
1337 Kochha,17555.000,1.410,-0.130,8.070
1337 Kochha,17559.000,1.350,-0.200,12.220
1337 Kochha,17563.000,1.540,-0.010,0.620
1337 Kochha,17566.000,1.520,-0.030,1.630
1337 Kochha,17570.000,1.130,-0.410,25.480
1337 Kochha,17574.000,1.160,-0.390,23.720
1337 Kochha,17578.000,1.250,-0.300,18.340
1337 Kochha,17581.000,1.290,-0.260,15.710
1337 Kochha,17585.000,1.130,-0.410,25.530
1337 Kochha,17591.000,1.410,-0.140,8.410
1337 Kochha,17597.000,1.810,0.260,-15.980
1337 Kochha,17604.000,1.950,0.400,-24.680
1337 Kochha,17604.000,1.680,0.130,-7.940
1337 Kochha,17610.000,1.550,0.000,0.090
1337 Kochha,17617.000,1.290,-0.260,16.110
1337 Kochha,17623.000,1.370,-0.180,11.210
1337 Kochha,17629.000,1.640,0.090,-5.380
1337 Kochha,17635.000,1.650,0.100,-5.970
1337 Kochha,17641.000,1.450,-0.100,6.360
1337 Kochha,17647.000,1.380,-0.170,10.690
1337 Kochha,17654.000,1.380,-0.170,10.720
1337 Kochha,17660.000,1.090,-0.460,28.590
1337 Kochha,17668.000,1.100,-0.460,28.000
1337 Kochha,17676.000,1.620,0.060,-3.970
1337 Kochha,17685.000,1.340,-0.220,13.300
1337 Kochha,17694.000,1.370,-0.190,11.490
1337 Kochha,17702.000,1.360,-0.200,12.120
1337 Kochha,17711.000,1.640,0.080,-5.130
1337 Kochha,17719.000,1.710,0.150,-9.460
1337 Kochha,17728.000,1.780,0.220,-13.790
1337 Kochha,17736.000,1.730,0.170,-10.740
1337 Kochha,17743.000,1.430,-0.130,7.710
1337 Kochha,17751.000,1.350,-0.200,12.610
1337 Kochha,17759.000,1.420,-0.130,8.280
1337 Kochha,17767.000,1.550,0.000,0.260
1337 Kochha,17775.000,1.680,0.130,-7.760
1337 Kochha,17782.000,1.360,-0.190,11.910
1337 Kochha,17790.000,1.520,-0.030,2.050
1337 Kochha,17798.000,1.450,-0.100,6.330
1337 Kochha,17806.000,1.160,-0.390,24.180
1337 Kochha,17814.000,1.430,-0.120,7.580
1337 Kochha,17822.000,1.680,0.130,-7.800
1337 Kochha,17829.000,1.480,-0.070,4.520
1337 Kochha,17837.000,1.530,-0.020,1.450
1337 Kochha,17845.000,1.470,-0.080,5.160
1337 Kochha,17853.000,1.430,-0.120,7.630
1337 Kochha,17861.000,1.390,-0.160,10.100
1337 Kochha,17868.000,1.560,0.010,-0.350
1337 Kochha,17876.000,1.790,0.240,-14.500
1337 Kochha,17884.000,2.000,0.450,-27.410
1337 Kochha,17891.000,1.920,0.370,-22.480
1337 Kochha,17897.000,2.070,0.520,-31.700
1337 Kochha,17904.000,1.510,-0.050,2.810
1337 Kochha,17911.000,1.530,-0.030,1.660
1337 Kochha,17917.000,1.710,0.150,-9.340
1337 Kochha,17924.000,1.750,0.190,-11.720
1337 Kochha,17931.000,1.570,0.010,-0.560
1337 Kochha,17937.000,1.680,0.120,-7.260
1337 Kochha,17944.000,1.520,-0.040,2.660
1337 Kochha,17950.000,1.640,0.080,-4.650
1337 Kochha,17957.000,1.420,-0.150,8.970
1337 Kochha,17964.000,1.530,-0.040,2.280
1337 Kochha,17970.000,1.530,-0.040,2.350
1337 Kochha,17977.000,1.340,-0.230,14.120
1337 Kochha,17984.000,1.270,-0.300,18.510
1337 Kochha,17989.000,1.440,-0.130,8.110
1337 Kochha,17994.000,1.800,0.230,-13.990
1337 Kochha,17999.000,1.940,0.370,-22.540
1337 Kochha,18004.000,1.800,0.230,-13.850
1337 Kochha,18009.000,1.630,0.050,-3.300
1337 Kochha,18015.000,1.660,0.080,-5.050
1337 Kochha,18020.000,1.460,-0.120,7.340
1337 Kochha,18027.000,1.480,-0.110,6.540
1337 Kochha,18037.000,1.230,-0.360,21.970
1337 Kochha,18042.000,1.610,0.030,-1.760
1337 Kochha,18048.000,1.430,-0.150,9.540
1337 Kochha,18053.000,1.170,-0.420,25.990
1337 Kochha,18058.000,1.060,-0.530,32.840
1337 Kochha,18065.000,1.370,-0.230,13.880
1337 Kochha,18072.000,1.430,-0.160,10.120
1337 Kochha,18079.000,1.390,-0.210,12.890
1337 Kochha,18087.000,1.680,0.090,-5.250
1337 Kochha,18094.000,1.710,0.110,-6.920
1337 Kochha,18101.000,1.700,0.100,-6.200
1337 Kochha,18108.000,1.440,-0.160,9.810
1337 Kochha,18115.000,1.390,-0.210,13.200
1337 Kochha,18122.000,1.590,-0.010,0.530
1337 Kochha,18129.000,1.700,0.100,-6.290
1337 Kochha,18136.000,1.780,0.180,-10.770
1337 Kochha,18144.000,1.750,0.150,-9.350
1337 Kochha,18151.000,1.760,0.160,-9.710
1337 Kochha,18157.000,1.440,-0.170,10.300
1337 Kochha,18164.000,1.710,0.100,-6.310
1337 Kochha,18170.000,1.710,0.110,-6.480
1337 Kochha,18176.000,1.590,-0.010,0.790
1337 Kochha,18183.000,1.570,-0.040,2.210
1337 Kochha,18189.000,1.510,-0.090,5.730
1337 Kochha,18196.000,1.710,0.100,-6.270
