FID,Q,Area,B,L,R,T,I,Qs,Process,Structure_,MainClass,Shelf,MarginType,Fan_Area,Fan_Width,Fan_Depth,Fan_Volume,Fan_Length,Area_1,Q_1,PD_Q,Runoff,TSS,PD_TSS,SedYield,ASedConc,TDS,PD_TDS,DisYield,DisConc,Max_Elev,E_Length,S_Dist,Sed_Thick,Sed_Basin,River_S,C_Slope_S,C_Shelf_S,C_TopH,C_LowH,C_Length,C_Freq,C_Distance,C_ID,F_Depth,F_Length,F_Width,F_ID,F_Area,Slope_LowH,Slope_TopH,BoW,S_Basin_ID,10m_km,SP,Shelf_LowH,F_S,Slope_L,River_L
25507,25507,0.50014874844,805.7097,2.0,1.0,2.11,20.1923,1.0,1.1707,TF,Foreland,Equatorial,2,Active,0.0,0.0,0.0,0.0,0.0,780,-9999.0,-9999,-9999.0,4.6,-9999,5.897,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1474.19672128,4383.05886031,1778.0,6.4275,31.77074,0.0,0.0,-22.0,-3413.0,75.21245,4.0,19332.49727,1513,0.0,0.0,0.0,0,0.0,0.0,0.0,Philippine Sea,1464,20.48238,48245.19296999999,0.0,0.0,-9999.0,66378.69
25527,25527,1.17234636596,2336.8161,1.5,1.5,3.889,14.7201,1.0,2.6164,FT,Foreland,Equatorial,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,99134.35892960001,167293.186197,981.0,43.37935,31.16795,58.67521,0.40647,-31.0,-3442.0,105.52241,4.0,222353.58629,1471,0.0,0.0,0.0,0,0.0,-3116.0,-139.0,Arafura Sea,162,50.98989,96167.78817000001,-68.0,0.0,50736.93,124656.88
25548,25548,0.41174049691,631.8065,2.0,2.0,2.709,24.3647,1.0,1.5121,WF,Fore-arc,Arid,1,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,673.4470733000002,90017.97177629996,351.0,0.0,41.04587,60.09022,3.11049,-362.0,-2671.0,43.7354,2.0,104968.04798000002,432,0.0,0.0,0.0,0,0.0,-6020.0,-365.0,South Pacific Ocean,0,11.19009,50694.37282,-280.0,0.0,94108.5,65343.97
25577,25577,1.27977531104,2607.4847,3.0,1.5,1.578,19.5358,1.0,3.0587,WF,Passive Margin,Warm Temperate,1,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1255.0461805100003,12731.128202300002,2859.0,0.0,9.08455,51.61848,15.55243,-164.0,-2755.0,34.4514,2.0,20710.78556,795,0.0,0.0,0.0,0,0.0,-2826.0,-290.0,Indian Ocean,0,9.7249,96329.18678000002,-198.0,0.0,49129.69,173635.49
25586,25586,2.00389843102,4567.1917,1.0,1.0,1.268,28.5545,1.0,1.8212,WF,Passive Margin,Arid,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,421.20128255,23487.737802,-9999.0,3.31377,6.37008,25.4603,5.74768,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-486.0,-135.0,Red Sea,703,22.90425,123019.01039,-135.0,0.0,13786.17,195225.25
25596,25596,1.23536229778,2494.8678,2.0,1.0,0.897,20.4495,1.0,1.1739,W,Passive Margin,Arid,1,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,624.9226516,36058.0613045,-9999.0,48.43539,7.36724,0.0,6.07354,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mediterranean Sea - Eastern Basin,45,56.2771,75298.46201,-219.0,0.0,-9999.0,121755.21
25599,25599,1.40521041092,2930.7671,2.0,1.0,3.057,25.9142,1.0,5.7188,WF,Passive Margin,Arid,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4759.2836373,49731.9255117,-9999.0,12.00519,19.55131,13.27343,3.76016,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-790.0,-175.0,Red Sea,313,12.42627,116836.09983,-187.0,0.0,46333.16,155877.05999999997
25605,25605,0.97922605735,1865.9857,1.0,1.0,1.636,28.1127,1.0,1.1843,WF,Passive Margin,Arid,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3343.5447308,29187.2536776,-9999.0,5.10373,16.5397,40.73171,5.31054,-63.0,-1786.0,35.52736,3.0,44745.5111,1301,0.0,0.0,0.0,0,0.0,-556.0,-120.0,Red Sea,378,29.10469,72493.00036999998,-155.0,0.0,10704.19,98187.99
25686,25686,1.4361652007699999,3011.6889,2.0,1.0,1.762,23.3201,1.0,3.0273,W,Foreland,Equatorial,1,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5520.27139912,-9999.0,25.14286,21.73047,0.0,0.0,-263.0,-1656.0,68.83953,2.0,51799.794169999994,543,0.0,0.0,0.0,0,0.0,0.0,0.0,Caribbean Sea,694,28.70753,45434.35500000001,0.0,0.0,-9999.0,78622.32
25725,25725,0.86642016644,1601.2727,1.5,1.5,1.63,18.0328,1.0,1.0126, ,Strike-Slip, ,5,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,7.10183,22.59674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,829,14.40359,34157.35571,0.0,0.0,-9999.0,71957.27
25822,25822,1.25164246098,2536.0334,1.0,1.0,1.437,24.3236,1.0,1.1322,T,Passive Margin,Equatorial,1,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40706.93836680001,-9999.0,0.0,11.68882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mozambique Channel,0,28.64781,79686.96681,0.0,0.0,-9999.0,122638.51
25856,25856,1.17241607964,2336.9898,4.0,2.0,0.575,21.2065,1.0,1.4862,T,Foreland,Equatorial,3,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,39424.4603563,72185.630682,11136.0,19.61841,5.16338,35.51975,2.93687,-528.0,-1733.0,27.70927,1.0,97254.94684,331,-5364.0,2800000.0,1360000.0,32,2545587.3928600005,-1718.0,-222.0,Bay of Bengal,344,33.20784,77008.65189999998,-212.0,1.30214285714,42117.41,109095.3
25862,25862,1.9936245517699998,4537.9408,1.5,1.5,1.449,18.2724,1.0,1.988,WT,Foreland,Arid,3,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,203019.563043,365312.445844,3801.0,2.32356,5.81359,14.68895,0.62412,-774.0,-3855.0,160.62087,1.0,632647.25281,237,-4352.0,108600.0,606000.0,4,10126.656630000003,-3388.0,-136.0,South Atlantic Ocean,42,44.30852,204881.46746,-228.0,8.876611418049999,221390.84,248280.53
25878,25878,0.50613517463,817.7824,2.0,1.0,2.122,25.6462,1.0,1.5121,WF,Fore-arc,Equatorial,1,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,797.4386078999999,50054.98270119999,161.0,1.09621,31.63469,97.14176,7.93128,-135.0,-3377.0,53.00493,2.0,52369.358190000006,895,0.0,0.0,0.0,0,0.0,-5978.0,-423.0,North Pacific Ocean,291,51.13265,53674.16372999999,-397.0,0.0,57184.47,64018.33
25888,25888,1.14646238,2272.5025,1.0,1.0,1.213,28.6391,1.0,1.0366,WF,Passive Margin,Arid,1,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,152.2415321,108305.517637,2678.0,0.0,9.05194,31.53878,3.1208,-1194.0,-2176.0,63.55104,2.0,121582.21773,140,0.0,0.0,0.0,0,0.0,-3403.0,-362.0,South Atlantic Ocean,0,12.48524,709.26987,-338.0,0.0,96420.99,132678.79
25889,25889,1.82189576213,4054.7027,1.0,1.0,1.701,27.289,1.0,2.1359,WF,Passive Margin,Arid,1,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18933.0393537,1215.0,13.95148,9.09639,7.95157,6.17967,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-1692.0,-117.0,Gulf of Aden,698,30.52284,132769.31884,-117.0,0.0,198073.98,186997.18
25890,25890,0.91905495391,1723.7784999999997,2.0,1.0,1.691,21.4568,1.0,1.761,WF,Foreland,Equatorial,2,Active,0.0,0.0,0.0,0.0,0.0,1600,3.2,-9999,2000.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1410.3774563699997,2300.72672261,2221.0,0.0,12.95948,45.33885,56.50389,6.0,-2101.0,94.53426,3.0,2605.20196,1633,0.0,0.0,0.0,0,0.0,-1453.0,-130.0,Philippine Sea,0,3.62825,85401.13959999998,-130.0,0.0,29180.27,129611.72
25897,25897,2.39327724213,5702.245,1.5,1.5,3.065,17.8809,1.0,4.8817,TF,Foreland,Equatorial,1,Active,0.0,0.0,0.0,0.0,0.0,6000,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3226.3412228,64291.3817478,529.0,0.0,13.56631,22.14181,2.75309,-27.0,-1722.0,74.17252,3.0,57489.06972999999,1495,0.0,0.0,0.0,0,0.0,-1339.0,-229.0,Coral Sea,0,18.80443,129010.13319,-177.0,0.0,50131.41,222905.09
25905,25905,0.59431170896,999.5913,3.0,1.5,1.82,22.3339,1.0,1.9686,WF,Passive Margin,Equatorial,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,316.7373363,93473.5769374,4497.0,0.0,33.3937,33.04134,1.1661,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-2372.0,-255.0,South China Sea,0,7.56338,230.75032,-109.0,0.0,64071.25,54501.29
25911,25911,1.00263541132,1921.9116,1.5,1.5,3.519,16.0872,1.0,2.2354,TF,Fore-arc,Equatorial,1,Active,0.0,0.0,0.0,0.0,0.0,2000,13.0,-9999,6500.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,12546.4432116,54551.3658829,412.0,3.13741,34.59321,35.29296,1.48484,-51.0,-1862.0,41.83625,3.0,56829.91596999999,1346,0.0,0.0,0.0,0,0.0,-3750.0,-143.0,North Pacific Ocean,1632,38.49561,54123.39855000001,-81.0,0.0,102201.69,101522.81
25919,25919,1.26383345568,2566.9471,1.0,1.0,2.466,23.0481,1.0,1.8579,WF,Fore-arc,Equatorial,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4172.07139784,464.899525022,1406.0,0.0,25.48613,141.42946,436.65349,-359.0,-1301.0,13.92602,1.0,72791.18995,439,0.0,0.0,0.0,0,0.0,-3130.0,-203.0,Banda Sea,0,5.8796,55340.99255000001,-203.0,0.0,20695.83,96758.51
25939,25939,1.78317817151,3947.2809,1.0,1.0,1.47,24.5875,1.0,1.6301,TW,Fore-arc,Equatorial,3,Active,0.0,0.0,0.0,0.0,0.0,3900,5.7,-9999,1461.54,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,24324.2215137,98117.1340106,582.0,7.42978,10.69818,72.67882,1.89569,-199.0,-1275.0,29.81648,1.0,91565.07808,653,0.0,0.0,0.0,0,0.0,-3048.0,-240.0,North Pacific Ocean,1624,48.59457,82111.1811,-186.0,0.0,38635.74,136228.74
25977,25977,0.7316824853,1296.3072,1.5,1.5,2.322,24.1231,1.0,1.6475,WF,Fore-arc,Arid,1,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,872.37330805,6667.06918188,157.0,0.0,27.05876,59.32187,26.84838,-35.0,-1745.0,55.24144,1.0,6327.59187,1440,0.0,0.0,0.0,0,0.0,-5867.0,-179.0,South Pacific Ocean,0,5.09519,73577.94089,-179.0,0.0,95883.7,85757.8
25986,25986,0.43989726409,686.2679000000002,4.0,2.0,1.331,25.3783,1.0,1.6464,WF,Foreland,Arid,1,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4101.8813412,31088.6283973,1233.0,5.17146,26.22797,16.20312,3.44177,-1487.0,-4480.0,108.81619,1.0,131509.70721,85,0.0,0.0,0.0,0,0.0,-2533.0,-117.0,Caribbean Sea,268,14.96768,39669.39406,-107.0,0.0,149107.07,50747.35
25988,25988,1.10261226067,2164.3781,1.5,1.5,0.895,26.2332,1.0,1.0133,WT,Passive Margin,Equatorial,3,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,19895.9685168,101907.036431,861.0,36.09756,7.63627,31.04665,1.02054,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-773.0,-104.0,Coral Sea,91,41.50529,63320.76683000001,-104.0,0.0,21548.22,117203.81
25999,25999,0.66021465669,1140.0163,2.0,1.0,2.036,23.9578,1.0,1.7377,WF,Foreland,Equatorial,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29737.832779800006,2608.0,4.27466,31.64831,44.36346,4.2034,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-2936.0,-175.0,Sulu Sea,1470,21.10636,40884.10902,-125.0,0.0,62235.91,63611.62
26030,26030,1.10443998324,2168.8637,1.0,1.0,2.237,18.8428,1.0,1.2147,WF,Foreland,Equatorial,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,560.72893336,5038.628645269999,3003.0,0.0,18.24409,94.29834,30.36541,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-1168.0,-153.0,Makassar Strait,0,9.04263,71181.41702,-153.0,0.0,10763.71,122341.02
26056,26056,1.4583895472600001,3070.0577,1.5,1.5,1.338,22.2512,1.0,1.6689,TF,Foreland,Equatorial,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,22313.052863200006,34539.1208081,2434.0,2.81002,7.91103,45.99868,5.50101,-54.0,-2995.0,60.73614,4.0,90439.32538000002,1333,0.0,0.0,0.0,0,0.0,-1500.0,-190.0,Celebes Sea,223,38.86947,84626.2157,-190.0,0.0,28479.08,168069.17
26064,26064,1.54089264035,3288.6684,4.0,2.0,3.547,13.7871,1.0,7.696,WT,Foreland,Warm Temperate,2,Active,0.0,0.0,0.0,0.0,0.0,3100,6.1,-9999,1967.74,38.0,-9999,12.258,6229.508,1.6,-9999,0.516,262.295,3400.0,38669.8368855,235237.30501100005,6335.0,9.91552,22.8293,34.71158,0.46336,-146.0,-2048.0,56.48582,5.0,129804.20878000002,862,0.0,0.0,0.0,0,0.0,-1669.0,-355.0,South China Sea,365,11.522,117146.03759,-109.0,0.0,37854.8,152777.33
26068,26068,1.31683019746,2702.1959,1.0,2.0,1.776,25.3265,1.0,1.5279,WF,Foreland,Equatorial,3,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,106876.515849,116024.94467800004,1471.0,8.829840000000003,11.99775,35.2526,1.3273,-514.0,-3095.0,94.33199,3.0,178132.56907,339,0.0,0.0,0.0,0,0.0,-2494.0,-206.0,Caribbean Sea,264,20.01404,96862.10989,-154.0,0.0,64903.02,148027.77
26098,26098,2.23174346826,5225.2846,0.3,1.0,2.048,29.3083,1.0,1.0017,W,Passive Margin,Arid,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2519.7935529799993,9611.68738149,-9999.0,2.1201,8.26465,0.0,20.2878,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-305.0,-195.0,Red Sea,25,25.67613,126588.70958000002,-195.0,0.0,-9999.0,246096.27
26187,26187,1.75094089453,3858.282,1.0,1.0,1.215,25.9011,1.0,1.3953,WT,Passive Margin,Equatorial,1,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40706.93836680001,-9999.0,0.0,7.6053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mozambique Channel,0,67.23061,83191.29389,0.0,0.0,-9999.0,142387.54
26226,26226,1.1261021634000001,2222.1678,2.0,1.0,2.795,20.3882,1.0,3.3444,WF,Fore-arc,Equatorial,1,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14247.3743692,-9999.0,0.01324,23.70818,0.0,0.0,-89.0,-2128.0,63.2854,3.0,24868.97663,1138,0.0,0.0,0.0,0,0.0,0.0,0.0,Indian Ocean,146,11.85111,74285.20867,0.0,0.0,-9999.0,116909.0
26313,26313,2.95179479523,7411.6058,1.0,1.0,0.552,26.2701,1.0,1.0477, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,17.92965,3.52533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,25,86.04714,99180.53569999998,0.0,0.0,-9999.0,154311.57999999996
26357,26357,0.84397751756,1549.595,2.0,2.0,1.165,20.5638,1.0,1.0737,TF,Fore-arc,Equatorial,1,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,20229.535020000007,67458.305631,9489.0,3.50514,9.83674,37.26414,3.23163,-105.0,-1796.0,17.916149999999995,1.0,70241.37774,1001,-5364.0,2800000.0,1360000.0,32,2545587.3928600005,-1778.0,-300.0,Bay of Bengal,329,8.92764,50474.394190000006,-218.0,1.28071428571,39662.8,117427.15
26454,26454,1.5133937129800001,3215.4704,1.0,1.0,1.85,23.9128,1.0,1.7114,WF,Fore-arc,Equatorial,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3749.29158145,2863.28224177,1346.0,0.0,15.36773,46.9433,44.70394,-359.0,-1301.0,13.92602,1.0,12575.16077,439,0.0,0.0,0.0,0,0.0,-1923.0,-128.0,Timor Sea,0,8.67704,80250.81157,-128.0,0.0,38237.62,120382.13
26462,26462,1.91295389966,4309.5829,1.5,1.5,3.505,17.8234,1.0,4.513,TF,Fore-arc,Equatorial,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1044.96073207,16976.8366023,840.0,0.0,23.36667,5.38538,6.59722,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-400.0,-112.0,South Pacific Ocean,0,14.70899,90722.86277,-112.0,0.0,53478.14,147671.90000000005
26473,26473,1.0569772611900001,2052.9892,2.0,2.0,0.703,26.7412,1.0,1.0399,WT,Intracratonic,Arid,2,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1202456.75539,93170.39803230001,1471.0,88.94977,3.73501,15.17348,1.1377,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-3264.0,-175.0,Persian Gulf,44,95.84912000000001,-9999.0,-106.0,0.0,203578.86,187710.32
26486,26486,1.81160704921,4026.1005,1.5,1.5,1.908,21.0648,1.0,2.7594,TF,Foreland,Equatorial,3,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,76616.7972073,176942.19570399995,569.0,5.34392,9.54966,28.06721,0.70079,-67.0,-1575.0,40.82784,1.0,233800.88432,1282,0.0,0.0,0.0,0,0.0,-1324.0,-258.0,Coral Sea,148,57.73318,136849.28597,-124.0,0.0,37980.26,197870.85
26497,26497,0.98425284279,1877.967,2.0,2.0,4.83,18.7902,1.0,4.6964,WF,Fore-arc,Arid,1,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8353.527699899998,95664.73883830002,625.0,0.0,57.39469,58.48907,2.89553,-1717.0,-2791.0,29.63127,1.0,106927.06099,55,0.0,0.0,0.0,0,0.0,-6168.0,-265.0,South Pacific Ocean,0,1.63295,67578.94531000001,-277.0,0.0,100924.84,84154.11999999998
26528,26528,0.80768346148,1466.75,1.5,1.5,1.441,22.4416,1.0,1.0432,W,Fore-arc,Equatorial,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3799.06180467,7929.94599694,662.0,0.0,17.9234,179.02095,12.86263,-100.0,-3350.0,21.53871,1.0,9392.3439,1037,0.0,0.0,0.0,0,0.0,-2766.0,-102.0,Bismarck Sea,0,19.12729,42937.84978,-102.0,0.0,14880.94,78216.17999999998
26534,26534,0.77787610152,1399.4025,1.5,1.5,1.993,26.4034,1.0,1.6389,W,Passive Margin,Arid,1,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,438.7934117,149100.99060000005,1802.0,4.52306,16.03536,18.58821,2.95773,-2677.0,-4015.0,102.92456,2.0,243302.518,2,0.0,0.0,0.0,0,0.0,-3323.0,-454.0,South Atlantic Ocean,79,45.12676,103319.18693,-441.0,0.0,154345.16,120758.12
26537,26537,0.39125800302,592.7665,2.0,1.0,2.499,22.7004,1.0,1.239,T,Foreland,Equatorial,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,120438.16144700002,85547.22346199998,1237.0,11.01541,76.58105999999998,0.0,1.4378,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Java Sea,151,27.37274,27521.97339,-123.0,0.0,-9999.0,32632.09
26539,26539,0.9468014139200001,1789.0737,2.0,2.0,1.644,26.7747,1.0,2.1967,WF,Passive Margin,Arid,1,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4952.368229290001,929.0,0.0,20.58425,23.94544,36.54817,-392.0,-1313.0,36.40364,1.0,17913.04134,404,0.0,0.0,0.0,0,0.0,-1589.0,-181.0,Gulf of Aden,0,19.72225,62598.36752999999,-181.0,0.0,58800.33,79866.88
26563,26563,0.55207874044,911.6033000000001,1.0,2.0,4.428,15.4593,1.0,1.0315,WF,Foreland,Equatorial,3,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,344224.184508,116024.94467800004,1471.0,13.31533,72.69742999999998,35.2526,1.3273,-514.0,-3095.0,94.33199,3.0,346833.9107,339,0.0,0.0,0.0,0,0.0,-2494.0,-206.0,Caribbean Sea,274,13.11194,46513.34548,-154.0,0.0,64903.02,60832.96
26564,26564,1.84678305011,4124.0551,2.0,2.0,0.442,26.1092,1.0,1.0756,TF,Passive Margin,Equatorial,1,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5174.17190437,6100.1033181500015,3928.0,0.0,2.46143,61.96358,23.77009,-1.0,-1237.0,10.5802,1.0,4545.99498,1607,0.0,0.0,0.0,0,0.0,-1773.0,-145.0,Indian Ocean,0,64.34811,124688.08328,-145.0,0.0,26273.5,179204.64
26594,26594,0.77761817039,1398.8225000000002,1.0,1.0,2.368,30.2206,1.0,1.4854,W,Passive Margin,Arid,2,Active,0.0,0.0,0.0,0.0,0.0,1400,0.0,-9999,0.71,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3418.9853923,56428.8149241,-9999.0,3.07816,23.31914,4.77998,2.78227,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-994.0,-157.0,Red Sea,337,18.18678,73372.33688,-157.0,0.0,175105.23,99557.69
26869,26869,1.5150526191800002,3219.8768,1.5,0.75,0.763,25.0341,1.0,1.1096,WF,Passive Margin,Equatorial,1,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2121.25776274,21545.2392367,8075.0,72.2108,7.12392,53.01218,6.59078,-113.0,-2228.0,33.29503,2.0,23505.62203,971,-5364.0,2800000.0,1360000.0,32,2545587.3928600005,-2190.0,-142.0,Bay of Bengal,322,84.55787999999998,79297.96103999998,-142.0,1.13357142857,38632.63,105868.61
26873,26873,0.62920827252,1073.4891,2.0,2.0,2.455,26.5407,1.0,2.2191,TF,Passive Margin,Arid,1,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20483.0485269,1695.0,14.11802,28.69965,30.19108,9.66653,-89.0,-3209.0,24.75424,3.0,45194.69206,1133,0.0,0.0,0.0,0,0.0,-2996.0,-198.0,Gulf of Oman,364,20.0457,65672.49416,-198.0,0.0,92676.39000000001,85150.86
26888,26888,0.64391726204,1104.9489,1.5,1.5,1.797,22.4903,1.0,1.0549,W,Strike-Slip,Equatorial,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,258.38248518,10008.902173300003,257.0,0.0,30.44034,39.90899,10.09102,-15.0,-3799.0,38.11556,1.0,9962.57726,1546,0.0,0.0,0.0,0,0.0,-1074.0,-101.0,Bismarck Sea,0,19.76306,35009.3785,-101.0,0.0,24380.47,57374.52
26926,26926,1.44106332791,3024.5338,2.0,2.0,2.282,24.1818,1.0,4.0786,W,Foreland,Equatorial,3,Active,0.0,0.0,0.0,0.0,0.0,3000,-9999.0,-9999,-9999.0,5.0,-9999,1.667,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,273872.077868,116024.94467800004,1471.0,33.20194,15.4988,35.2526,1.3273,-514.0,-3095.0,94.33199,3.0,218495.33135,339,0.0,0.0,0.0,0,0.0,-2494.0,-206.0,Caribbean Sea,274,58.60117,613.53853,-154.0,0.0,64903.02,144611.2
